id,Sector,Precio,Habitaciones,Baños,Estrato,Área construida,Área privada,Valor administración,Parqueaderos,Precio m²
1659,3,695000000,5,3,3,268,268,0,2.0,2593283
1660,2,1900000000,5,5,5,600,600,0,4.0,3166666
1661,3,2800000000,4,3,3,3610,3610,0,0.0,775623
1662,3,700000000,3,4,4,248,248,700000,3.0,2822580
1663,3,1650000000,4,5,5,325,937,0,3.0,1760939
1664,3,300000000,3,3,3,209,209,0,1.0,1435406
1665,3,1200000000,5,4,4,200,500,0,2.0,2400000
1666,3,1200000000,5,5,5,700,700,0,4.0,1714285
1667,3,625000000,5,5,5,201,201,0,3.0,3109452
1668,3,598000000,3,3,3,160,160,418500,2.0,3737500
1669,3,495000000,4,3,3,95,95,350000,1.0,5210526
1670,3,1200000000,5,5,5,830,830,750000,4.0,1445783
1671,3,380000000,3,3,3,100,100,383000,2.0,3800000
1672,3,590000000,3,3,3,209,209,450000,2.0,2822966
1673,3,980000000,3,5,5,159,143,950000,2.0,6853146
1674,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
1675,3,245000000,1,2,2,68,68,0,0.0,3602941
1676,3,649000000,3,3,3,118,118,410000,2.0,5500000
1677,2,970000000,4,5,5,220,220,796000,2.0,4409090
1678,3,200000000,2,2,2,60,60,203000,0.0,3333333
1679,3,360000000,3,3,3,75,77,0,1.0,4675324
1680,2,667000000,3,4,4,143,144,570000,2.0,4631944
1681,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
1682,1,164000000,2,2,2,56,56,0,0.0,2928571
1683,3,900000000,3,4,4,191,191,0,1.0,4712041
1684,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
1685,3,1300000000,4,5,5,180,300,800000,4.0,4333333
1686,3,185000000,2,2,2,59,59,170000,1.0,3135593
1687,2,860000000,3,4,4,246,246,100000000,4.0,3495934
1688,3,280000000,3,2,2,70,70,228000,1.0,4000000
1689,2,600000000,3,2,2,140,140,1117000,2.0,4285714
1690,3,335000000,3,2,2,88,88,270000,1.0,3806818
1691,1,570000000,3,2,2,103,103,488000,2.0,5533980
1692,1,470000000,3,3,3,110,110,390000,1.0,4272727
1693,2,1600000000,3,4,4,240,240,850000,2.0,6666666
1694,0,290000000,3,2,2,69,68,350000,1.0,4264705
1695,2,300000000,3,2,2,220,159,0,1.0,1886792
1696,1,840000000,3,5,5,120,120,958000,2.0,7000000
1697,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
1698,3,388000000,3,3,3,94,94,380000,1.0,4127659
1699,1,259000000,1,1,1,37,33,191000,0.0,7848484
1700,1,270000000,4,3,3,85,85,10000,1.0,3176470
1701,3,1950000000,3,4,4,310,310,900000,3.0,6290322
1702,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
1703,3,5900000000,5,5,5,840,840,0,4.0,7023809
1704,2,680000000,3,4,4,194,194,800000,2.0,3505154
1705,3,1200000000,5,5,5,750,750,0,3.0,1600000
1706,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
1707,3,2490000000,4,5,5,374,374,0,4.0,6657754
1708,1,500000000,5,3,3,127,127,0,1.0,3937007
1709,3,695000000,5,3,3,268,268,0,2.0,2593283
1710,2,1900000000,5,5,5,600,600,0,4.0,3166666
1711,3,2800000000,4,3,3,3610,3610,0,0.0,775623
1712,3,700000000,3,4,4,248,248,700000,3.0,2822580
1713,3,1650000000,4,5,5,325,937,0,3.0,1760939
1714,3,300000000,3,3,3,209,209,0,1.0,1435406
1715,3,1200000000,5,4,4,200,500,0,2.0,2400000
1716,3,1200000000,5,5,5,700,700,0,4.0,1714285
1717,3,625000000,5,5,5,201,201,0,3.0,3109452
1718,3,598000000,3,3,3,160,160,418500,2.0,3737500
1719,3,495000000,4,3,3,95,95,350000,1.0,5210526
1720,3,1200000000,5,5,5,830,830,750000,4.0,1445783
1721,3,380000000,3,3,3,100,100,383000,2.0,3800000
1722,3,590000000,3,3,3,209,209,450000,2.0,2822966
1723,3,980000000,3,5,5,159,143,950000,2.0,6853146
1724,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
1725,3,245000000,1,2,2,68,68,0,0.0,3602941
1726,3,649000000,3,3,3,118,118,410000,2.0,5500000
1727,2,970000000,4,5,5,220,220,796000,2.0,4409090
1728,3,200000000,2,2,2,60,60,203000,0.0,3333333
1729,3,360000000,3,3,3,75,77,0,1.0,4675324
1730,2,667000000,3,4,4,143,144,570000,2.0,4631944
1731,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
1732,1,164000000,2,2,2,56,56,0,0.0,2928571
1733,3,900000000,3,4,4,191,191,0,1.0,4712041
1734,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
1735,3,1300000000,4,5,5,180,300,800000,4.0,4333333
1736,3,185000000,2,2,2,59,59,170000,1.0,3135593
1737,2,860000000,3,4,4,246,246,100000000,4.0,3495934
1738,3,280000000,3,2,2,70,70,228000,1.0,4000000
1739,2,600000000,3,2,2,140,140,1117000,2.0,4285714
1740,3,335000000,3,2,2,88,88,270000,1.0,3806818
1741,1,570000000,3,2,2,103,103,488000,2.0,5533980
1742,1,470000000,3,3,3,110,110,390000,1.0,4272727
1743,2,1600000000,3,4,4,240,240,850000,2.0,6666666
1744,0,290000000,3,2,2,69,68,350000,1.0,4264705
1745,2,300000000,3,2,2,220,159,0,1.0,1886792
1746,1,840000000,3,5,5,120,120,958000,2.0,7000000
1747,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
1748,3,388000000,3,3,3,94,94,380000,1.0,4127659
1749,1,259000000,1,1,1,37,33,191000,0.0,7848484
1750,1,270000000,4,3,3,85,85,10000,1.0,3176470
1751,3,1950000000,3,4,4,310,310,900000,3.0,6290322
1752,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
1753,3,5900000000,5,5,5,840,840,0,4.0,7023809
1754,2,680000000,3,4,4,194,194,800000,2.0,3505154
1755,3,1200000000,5,5,5,750,750,0,3.0,1600000
1756,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
1757,3,2490000000,4,5,5,374,374,0,4.0,6657754
1758,1,500000000,5,3,3,127,127,0,1.0,3937007
1759,3,695000000,5,3,3,268,268,0,2.0,2593283
1760,2,1900000000,5,5,5,600,600,0,4.0,3166666
1761,3,2800000000,4,3,3,3610,3610,0,0.0,775623
1762,3,700000000,3,4,4,248,248,700000,3.0,2822580
1763,3,1650000000,4,5,5,325,937,0,3.0,1760939
1764,3,300000000,3,3,3,209,209,0,1.0,1435406
1765,3,1200000000,5,4,4,200,500,0,2.0,2400000
1766,3,1200000000,5,5,5,700,700,0,4.0,1714285
1767,3,625000000,5,5,5,201,201,0,3.0,3109452
1768,3,598000000,3,3,3,160,160,418500,2.0,3737500
1769,3,495000000,4,3,3,95,95,350000,1.0,5210526
1770,3,1200000000,5,5,5,830,830,750000,4.0,1445783
1771,3,380000000,3,3,3,100,100,383000,2.0,3800000
1772,3,590000000,3,3,3,209,209,450000,2.0,2822966
1773,3,980000000,3,5,5,159,143,950000,2.0,6853146
1774,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
1775,3,245000000,1,2,2,68,68,0,0.0,3602941
1776,3,649000000,3,3,3,118,118,410000,2.0,5500000
1777,2,970000000,4,5,5,220,220,796000,2.0,4409090
1778,3,200000000,2,2,2,60,60,203000,0.0,3333333
1779,3,360000000,3,3,3,75,77,0,1.0,4675324
1780,2,667000000,3,4,4,143,144,570000,2.0,4631944
1781,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
1782,1,164000000,2,2,2,56,56,0,0.0,2928571
1783,3,900000000,3,4,4,191,191,0,1.0,4712041
1784,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
1785,3,1300000000,4,5,5,180,300,800000,4.0,4333333
1786,3,185000000,2,2,2,59,59,170000,1.0,3135593
1787,2,860000000,3,4,4,246,246,100000000,4.0,3495934
1788,3,280000000,3,2,2,70,70,228000,1.0,4000000
1789,2,600000000,3,2,2,140,140,1117000,2.0,4285714
1790,3,335000000,3,2,2,88,88,270000,1.0,3806818
1791,1,570000000,3,2,2,103,103,488000,2.0,5533980
1792,1,470000000,3,3,3,110,110,390000,1.0,4272727
1793,2,1600000000,3,4,4,240,240,850000,2.0,6666666
1794,0,290000000,3,2,2,69,68,350000,1.0,4264705
1795,2,300000000,3,2,2,220,159,0,1.0,1886792
1796,1,840000000,3,5,5,120,120,958000,2.0,7000000
1797,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
1798,3,388000000,3,3,3,94,94,380000,1.0,4127659
1799,1,259000000,1,1,1,37,33,191000,0.0,7848484
1800,1,270000000,4,3,3,85,85,10000,1.0,3176470
1801,3,1950000000,3,4,4,310,310,900000,3.0,6290322
1802,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
1803,3,5900000000,5,5,5,840,840,0,4.0,7023809
1804,2,680000000,3,4,4,194,194,800000,2.0,3505154
1805,3,1200000000,5,5,5,750,750,0,3.0,1600000
1806,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
1807,3,2490000000,4,5,5,374,374,0,4.0,6657754
1808,1,500000000,5,3,3,127,127,0,1.0,3937007
1809,3,695000000,5,3,3,268,268,0,2.0,2593283
1810,2,1900000000,5,5,5,600,600,0,4.0,3166666
1811,3,2800000000,4,3,3,3610,3610,0,0.0,775623
1812,3,700000000,3,4,4,248,248,700000,3.0,2822580
1813,3,1650000000,4,5,5,325,937,0,3.0,1760939
1814,3,300000000,3,3,3,209,209,0,1.0,1435406
1815,3,1200000000,5,4,4,200,500,0,2.0,2400000
1816,3,1200000000,5,5,5,700,700,0,4.0,1714285
1817,3,625000000,5,5,5,201,201,0,3.0,3109452
1818,3,598000000,3,3,3,160,160,418500,2.0,3737500
1819,3,495000000,4,3,3,95,95,350000,1.0,5210526
1820,3,1200000000,5,5,5,830,830,750000,4.0,1445783
1821,3,380000000,3,3,3,100,100,383000,2.0,3800000
1822,3,590000000,3,3,3,209,209,450000,2.0,2822966
1823,3,980000000,3,5,5,159,143,950000,2.0,6853146
1824,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
1825,3,245000000,1,2,2,68,68,0,0.0,3602941
1826,3,649000000,3,3,3,118,118,410000,2.0,5500000
1827,2,970000000,4,5,5,220,220,796000,2.0,4409090
1828,3,200000000,2,2,2,60,60,203000,0.0,3333333
1829,3,360000000,3,3,3,75,77,0,1.0,4675324
1830,2,667000000,3,4,4,143,144,570000,2.0,4631944
1831,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
1832,1,164000000,2,2,2,56,56,0,0.0,2928571
1833,3,900000000,3,4,4,191,191,0,1.0,4712041
1834,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
1835,3,1300000000,4,5,5,180,300,800000,4.0,4333333
1836,3,185000000,2,2,2,59,59,170000,1.0,3135593
1837,2,860000000,3,4,4,246,246,100000000,4.0,3495934
1838,3,280000000,3,2,2,70,70,228000,1.0,4000000
1839,2,600000000,3,2,2,140,140,1117000,2.0,4285714
1840,3,335000000,3,2,2,88,88,270000,1.0,3806818
1841,1,570000000,3,2,2,103,103,488000,2.0,5533980
1842,1,470000000,3,3,3,110,110,390000,1.0,4272727
1843,2,1600000000,3,4,4,240,240,850000,2.0,6666666
1844,0,290000000,3,2,2,69,68,350000,1.0,4264705
1845,2,300000000,3,2,2,220,159,0,1.0,1886792
1846,1,840000000,3,5,5,120,120,958000,2.0,7000000
1847,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
1848,3,388000000,3,3,3,94,94,380000,1.0,4127659
1849,1,259000000,1,1,1,37,33,191000,0.0,7848484
1850,1,270000000,4,3,3,85,85,10000,1.0,3176470
1851,3,1950000000,3,4,4,310,310,900000,3.0,6290322
1852,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
1853,3,5900000000,5,5,5,840,840,0,4.0,7023809
1854,2,680000000,3,4,4,194,194,800000,2.0,3505154
1855,3,1200000000,5,5,5,750,750,0,3.0,1600000
1856,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
1857,3,2490000000,4,5,5,374,374,0,4.0,6657754
1858,1,500000000,5,3,3,127,127,0,1.0,3937007
1859,3,695000000,5,3,3,268,268,0,2.0,2593283
1860,2,1900000000,5,5,5,600,600,0,4.0,3166666
1861,3,2800000000,4,3,3,3610,3610,0,0.0,775623
1862,3,700000000,3,4,4,248,248,700000,3.0,2822580
1863,3,1650000000,4,5,5,325,937,0,3.0,1760939
1864,3,300000000,3,3,3,209,209,0,1.0,1435406
1865,3,1200000000,5,4,4,200,500,0,2.0,2400000
1866,3,1200000000,5,5,5,700,700,0,4.0,1714285
1867,3,625000000,5,5,5,201,201,0,3.0,3109452
1868,3,598000000,3,3,3,160,160,418500,2.0,3737500
1869,3,495000000,4,3,3,95,95,350000,1.0,5210526
1870,3,1200000000,5,5,5,830,830,750000,4.0,1445783
1871,3,380000000,3,3,3,100,100,383000,2.0,3800000
1872,3,590000000,3,3,3,209,209,450000,2.0,2822966
1873,3,980000000,3,5,5,159,143,950000,2.0,6853146
1874,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
1875,3,245000000,1,2,2,68,68,0,0.0,3602941
1876,3,649000000,3,3,3,118,118,410000,2.0,5500000
1877,2,970000000,4,5,5,220,220,796000,2.0,4409090
1878,3,200000000,2,2,2,60,60,203000,0.0,3333333
1879,3,360000000,3,3,3,75,77,0,1.0,4675324
1880,2,667000000,3,4,4,143,144,570000,2.0,4631944
1881,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
1882,1,164000000,2,2,2,56,56,0,0.0,2928571
1883,3,900000000,3,4,4,191,191,0,1.0,4712041
1884,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
1885,3,1300000000,4,5,5,180,300,800000,4.0,4333333
1886,3,185000000,2,2,2,59,59,170000,1.0,3135593
1887,2,860000000,3,4,4,246,246,100000000,4.0,3495934
1888,3,280000000,3,2,2,70,70,228000,1.0,4000000
1889,2,600000000,3,2,2,140,140,1117000,2.0,4285714
1890,3,335000000,3,2,2,88,88,270000,1.0,3806818
1891,1,570000000,3,2,2,103,103,488000,2.0,5533980
1892,1,470000000,3,3,3,110,110,390000,1.0,4272727
1893,2,1600000000,3,4,4,240,240,850000,2.0,6666666
1894,0,290000000,3,2,2,69,68,350000,1.0,4264705
1895,2,300000000,3,2,2,220,159,0,1.0,1886792
1896,1,840000000,3,5,5,120,120,958000,2.0,7000000
1897,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
1898,3,388000000,3,3,3,94,94,380000,1.0,4127659
1899,1,259000000,1,1,1,37,33,191000,0.0,7848484
1900,1,270000000,4,3,3,85,85,10000,1.0,3176470
1901,3,1950000000,3,4,4,310,310,900000,3.0,6290322
1902,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
1903,3,5900000000,5,5,5,840,840,0,4.0,7023809
1904,2,680000000,3,4,4,194,194,800000,2.0,3505154
1905,3,1200000000,5,5,5,750,750,0,3.0,1600000
1906,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
1907,3,2490000000,4,5,5,374,374,0,4.0,6657754
1908,1,500000000,5,3,3,127,127,0,1.0,3937007
1909,3,695000000,5,3,3,268,268,0,2.0,2593283
1910,2,1900000000,5,5,5,600,600,0,4.0,3166666
1911,3,2800000000,4,3,3,3610,3610,0,0.0,775623
1912,3,700000000,3,4,4,248,248,700000,3.0,2822580
1913,3,1650000000,4,5,5,325,937,0,3.0,1760939
1914,3,300000000,3,3,3,209,209,0,1.0,1435406
1915,3,1200000000,5,4,4,200,500,0,2.0,2400000
1916,3,1200000000,5,5,5,700,700,0,4.0,1714285
1917,3,625000000,5,5,5,201,201,0,3.0,3109452
1918,3,598000000,3,3,3,160,160,418500,2.0,3737500
1919,3,495000000,4,3,3,95,95,350000,1.0,5210526
1920,3,1200000000,5,5,5,830,830,750000,4.0,1445783
1921,3,380000000,3,3,3,100,100,383000,2.0,3800000
1922,3,590000000,3,3,3,209,209,450000,2.0,2822966
1923,3,980000000,3,5,5,159,143,950000,2.0,6853146
1924,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
1925,3,245000000,1,2,2,68,68,0,0.0,3602941
1926,3,649000000,3,3,3,118,118,410000,2.0,5500000
1927,2,970000000,4,5,5,220,220,796000,2.0,4409090
1928,3,200000000,2,2,2,60,60,203000,0.0,3333333
1929,3,360000000,3,3,3,75,77,0,1.0,4675324
1930,2,667000000,3,4,4,143,144,570000,2.0,4631944
1931,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
1932,1,164000000,2,2,2,56,56,0,0.0,2928571
1933,3,900000000,3,4,4,191,191,0,1.0,4712041
1934,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
1935,3,1300000000,4,5,5,180,300,800000,4.0,4333333
1936,3,185000000,2,2,2,59,59,170000,1.0,3135593
1937,2,860000000,3,4,4,246,246,100000000,4.0,3495934
1938,3,280000000,3,2,2,70,70,228000,1.0,4000000
1939,2,600000000,3,2,2,140,140,1117000,2.0,4285714
1940,3,335000000,3,2,2,88,88,270000,1.0,3806818
1941,1,570000000,3,2,2,103,103,488000,2.0,5533980
1942,1,470000000,3,3,3,110,110,390000,1.0,4272727
1943,2,1600000000,3,4,4,240,240,850000,2.0,6666666
1944,0,290000000,3,2,2,69,68,350000,1.0,4264705
1945,2,300000000,3,2,2,220,159,0,1.0,1886792
1946,1,840000000,3,5,5,120,120,958000,2.0,7000000
1947,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
1948,3,388000000,3,3,3,94,94,380000,1.0,4127659
1949,1,259000000,1,1,1,37,33,191000,0.0,7848484
1950,1,270000000,4,3,3,85,85,10000,1.0,3176470
1951,3,1950000000,3,4,4,310,310,900000,3.0,6290322
1952,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
1953,3,5900000000,5,5,5,840,840,0,4.0,7023809
1954,2,680000000,3,4,4,194,194,800000,2.0,3505154
1955,3,1200000000,5,5,5,750,750,0,3.0,1600000
1956,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
1957,3,2490000000,4,5,5,374,374,0,4.0,6657754
1958,1,500000000,5,3,3,127,127,0,1.0,3937007
1959,3,695000000,5,3,3,268,268,0,2.0,2593283
1960,2,1900000000,5,5,5,600,600,0,4.0,3166666
1961,3,2800000000,4,3,3,3610,3610,0,0.0,775623
1962,3,700000000,3,4,4,248,248,700000,3.0,2822580
1963,3,1650000000,4,5,5,325,937,0,3.0,1760939
1964,3,300000000,3,3,3,209,209,0,1.0,1435406
1965,3,1200000000,5,4,4,200,500,0,2.0,2400000
1966,3,1200000000,5,5,5,700,700,0,4.0,1714285
1967,3,625000000,5,5,5,201,201,0,3.0,3109452
1968,3,598000000,3,3,3,160,160,418500,2.0,3737500
1969,3,495000000,4,3,3,95,95,350000,1.0,5210526
1970,3,1200000000,5,5,5,830,830,750000,4.0,1445783
1971,3,380000000,3,3,3,100,100,383000,2.0,3800000
1972,3,590000000,3,3,3,209,209,450000,2.0,2822966
1973,3,980000000,3,5,5,159,143,950000,2.0,6853146
1974,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
1975,3,245000000,1,2,2,68,68,0,0.0,3602941
1976,3,649000000,3,3,3,118,118,410000,2.0,5500000
1977,2,970000000,4,5,5,220,220,796000,2.0,4409090
1978,3,200000000,2,2,2,60,60,203000,0.0,3333333
1979,3,360000000,3,3,3,75,77,0,1.0,4675324
1980,2,667000000,3,4,4,143,144,570000,2.0,4631944
1981,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
1982,1,164000000,2,2,2,56,56,0,0.0,2928571
1983,3,900000000,3,4,4,191,191,0,1.0,4712041
1984,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
1985,3,1300000000,4,5,5,180,300,800000,4.0,4333333
1986,3,185000000,2,2,2,59,59,170000,1.0,3135593
1987,2,860000000,3,4,4,246,246,100000000,4.0,3495934
1988,3,280000000,3,2,2,70,70,228000,1.0,4000000
1989,2,600000000,3,2,2,140,140,1117000,2.0,4285714
1990,3,335000000,3,2,2,88,88,270000,1.0,3806818
1991,1,570000000,3,2,2,103,103,488000,2.0,5533980
1992,1,470000000,3,3,3,110,110,390000,1.0,4272727
1993,2,1600000000,3,4,4,240,240,850000,2.0,6666666
1994,0,290000000,3,2,2,69,68,350000,1.0,4264705
1995,2,300000000,3,2,2,220,159,0,1.0,1886792
1996,1,840000000,3,5,5,120,120,958000,2.0,7000000
1997,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
1998,3,388000000,3,3,3,94,94,380000,1.0,4127659
1999,1,259000000,1,1,1,37,33,191000,0.0,7848484
2000,1,270000000,4,3,3,85,85,10000,1.0,3176470
2001,3,1950000000,3,4,4,310,310,900000,3.0,6290322
2002,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
2003,3,5900000000,5,5,5,840,840,0,4.0,7023809
2004,2,680000000,3,4,4,194,194,800000,2.0,3505154
2005,3,1200000000,5,5,5,750,750,0,3.0,1600000
2006,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
2007,3,2490000000,4,5,5,374,374,0,4.0,6657754
2008,1,500000000,5,3,3,127,127,0,1.0,3937007
2009,3,695000000,5,3,3,268,268,0,2.0,2593283
2010,2,1900000000,5,5,5,600,600,0,4.0,3166666
2011,3,2800000000,4,3,3,3610,3610,0,0.0,775623
2012,3,700000000,3,4,4,248,248,700000,3.0,2822580
2013,3,1650000000,4,5,5,325,937,0,3.0,1760939
2014,3,300000000,3,3,3,209,209,0,1.0,1435406
2015,3,1200000000,5,4,4,200,500,0,2.0,2400000
2016,3,1200000000,5,5,5,700,700,0,4.0,1714285
2017,3,625000000,5,5,5,201,201,0,3.0,3109452
2018,3,598000000,3,3,3,160,160,418500,2.0,3737500
2019,3,495000000,4,3,3,95,95,350000,1.0,5210526
2020,3,1200000000,5,5,5,830,830,750000,4.0,1445783
2021,3,380000000,3,3,3,100,100,383000,2.0,3800000
2022,3,590000000,3,3,3,209,209,450000,2.0,2822966
2023,3,980000000,3,5,5,159,143,950000,2.0,6853146
2024,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
2025,3,245000000,1,2,2,68,68,0,0.0,3602941
2026,3,649000000,3,3,3,118,118,410000,2.0,5500000
2027,2,970000000,4,5,5,220,220,796000,2.0,4409090
2028,3,200000000,2,2,2,60,60,203000,0.0,3333333
2029,3,360000000,3,3,3,75,77,0,1.0,4675324
2030,2,667000000,3,4,4,143,144,570000,2.0,4631944
2031,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
2032,1,164000000,2,2,2,56,56,0,0.0,2928571
2033,3,900000000,3,4,4,191,191,0,1.0,4712041
2034,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
2035,3,1300000000,4,5,5,180,300,800000,4.0,4333333
2036,3,185000000,2,2,2,59,59,170000,1.0,3135593
2037,2,860000000,3,4,4,246,246,100000000,4.0,3495934
2038,3,280000000,3,2,2,70,70,228000,1.0,4000000
2039,2,600000000,3,2,2,140,140,1117000,2.0,4285714
2040,3,335000000,3,2,2,88,88,270000,1.0,3806818
2041,1,570000000,3,2,2,103,103,488000,2.0,5533980
2042,1,470000000,3,3,3,110,110,390000,1.0,4272727
2043,2,1600000000,3,4,4,240,240,850000,2.0,6666666
2044,0,290000000,3,2,2,69,68,350000,1.0,4264705
2045,2,300000000,3,2,2,220,159,0,1.0,1886792
2046,1,840000000,3,5,5,120,120,958000,2.0,7000000
2047,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
2048,3,388000000,3,3,3,94,94,380000,1.0,4127659
2049,1,259000000,1,1,1,37,33,191000,0.0,7848484
2050,1,270000000,4,3,3,85,85,10000,1.0,3176470
2051,3,1950000000,3,4,4,310,310,900000,3.0,6290322
2052,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
2053,3,5900000000,5,5,5,840,840,0,4.0,7023809
2054,2,680000000,3,4,4,194,194,800000,2.0,3505154
2055,3,1200000000,5,5,5,750,750,0,3.0,1600000
2056,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
2057,3,2490000000,4,5,5,374,374,0,4.0,6657754
2058,1,500000000,5,3,3,127,127,0,1.0,3937007
2059,3,695000000,5,3,3,268,268,0,2.0,2593283
2060,2,1900000000,5,5,5,600,600,0,4.0,3166666
2061,3,2800000000,4,3,3,3610,3610,0,0.0,775623
2062,3,700000000,3,4,4,248,248,700000,3.0,2822580
2063,3,1650000000,4,5,5,325,937,0,3.0,1760939
2064,3,300000000,3,3,3,209,209,0,1.0,1435406
2065,3,1200000000,5,4,4,200,500,0,2.0,2400000
2066,3,1200000000,5,5,5,700,700,0,4.0,1714285
2067,3,625000000,5,5,5,201,201,0,3.0,3109452
2068,3,598000000,3,3,3,160,160,418500,2.0,3737500
2069,3,495000000,4,3,3,95,95,350000,1.0,5210526
2070,3,1200000000,5,5,5,830,830,750000,4.0,1445783
2071,3,380000000,3,3,3,100,100,383000,2.0,3800000
2072,3,590000000,3,3,3,209,209,450000,2.0,2822966
2073,3,980000000,3,5,5,159,143,950000,2.0,6853146
2074,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
2075,3,245000000,1,2,2,68,68,0,0.0,3602941
2076,3,649000000,3,3,3,118,118,410000,2.0,5500000
2077,2,970000000,4,5,5,220,220,796000,2.0,4409090
2078,3,200000000,2,2,2,60,60,203000,0.0,3333333
2079,3,360000000,3,3,3,75,77,0,1.0,4675324
2080,2,667000000,3,4,4,143,144,570000,2.0,4631944
2081,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
2082,1,164000000,2,2,2,56,56,0,0.0,2928571
2083,3,900000000,3,4,4,191,191,0,1.0,4712041
2084,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
2085,3,1300000000,4,5,5,180,300,800000,4.0,4333333
2086,3,185000000,2,2,2,59,59,170000,1.0,3135593
2087,2,860000000,3,4,4,246,246,100000000,4.0,3495934
2088,3,280000000,3,2,2,70,70,228000,1.0,4000000
2089,2,600000000,3,2,2,140,140,1117000,2.0,4285714
2090,3,335000000,3,2,2,88,88,270000,1.0,3806818
2091,1,570000000,3,2,2,103,103,488000,2.0,5533980
2092,1,470000000,3,3,3,110,110,390000,1.0,4272727
2093,2,1600000000,3,4,4,240,240,850000,2.0,6666666
2094,0,290000000,3,2,2,69,68,350000,1.0,4264705
2095,2,300000000,3,2,2,220,159,0,1.0,1886792
2096,1,840000000,3,5,5,120,120,958000,2.0,7000000
2097,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
2098,3,388000000,3,3,3,94,94,380000,1.0,4127659
2099,1,259000000,1,1,1,37,33,191000,0.0,7848484
2100,1,270000000,4,3,3,85,85,10000,1.0,3176470
2101,3,1950000000,3,4,4,310,310,900000,3.0,6290322
2102,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
2103,3,5900000000,5,5,5,840,840,0,4.0,7023809
2104,2,680000000,3,4,4,194,194,800000,2.0,3505154
2105,3,1200000000,5,5,5,750,750,0,3.0,1600000
2106,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
2107,3,2490000000,4,5,5,374,374,0,4.0,6657754
2108,1,500000000,5,3,3,127,127,0,1.0,3937007
2109,3,695000000,5,3,3,268,268,0,2.0,2593283
2110,2,1900000000,5,5,5,600,600,0,4.0,3166666
2111,3,2800000000,4,3,3,3610,3610,0,0.0,775623
2112,3,700000000,3,4,4,248,248,700000,3.0,2822580
2113,3,1650000000,4,5,5,325,937,0,3.0,1760939
2114,3,300000000,3,3,3,209,209,0,1.0,1435406
2115,3,1200000000,5,4,4,200,500,0,2.0,2400000
2116,3,1200000000,5,5,5,700,700,0,4.0,1714285
2117,3,625000000,5,5,5,201,201,0,3.0,3109452
2118,3,598000000,3,3,3,160,160,418500,2.0,3737500
2119,3,495000000,4,3,3,95,95,350000,1.0,5210526
