id,Sector,Precio,Habitaciones,Baños,Estrato,Área construida,Área privada,Valor administración,Parqueaderos,Precio m²
3745,2,300000000,3,2,2,220,159,0,1.0,1886792
3746,1,840000000,3,5,5,120,120,958000,2.0,7000000
3747,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
3748,3,388000000,3,3,3,94,94,380000,1.0,4127659
3749,1,259000000,1,1,1,37,33,191000,0.0,7848484
3750,1,270000000,4,3,3,85,85,10000,1.0,3176470
3751,3,1950000000,3,4,4,310,310,900000,3.0,6290322
3752,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
3753,3,5900000000,5,5,5,840,840,0,4.0,7023809
3754,2,680000000,3,4,4,194,194,800000,2.0,3505154
3755,3,1200000000,5,5,5,750,750,0,3.0,1600000
3756,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
3757,3,2490000000,4,5,5,374,374,0,4.0,6657754
3758,1,500000000,5,3,3,127,127,0,1.0,3937007
3759,3,695000000,5,3,3,268,268,0,2.0,2593283
3760,2,1900000000,5,5,5,600,600,0,4.0,3166666
3761,3,2800000000,4,3,3,3610,3610,0,0.0,775623
3762,3,700000000,3,4,4,248,248,700000,3.0,2822580
3763,3,1650000000,4,5,5,325,937,0,3.0,1760939
3764,3,300000000,3,3,3,209,209,0,1.0,1435406
3765,3,1200000000,5,4,4,200,500,0,2.0,2400000
3766,3,1200000000,5,5,5,700,700,0,4.0,1714285
3767,3,625000000,5,5,5,201,201,0,3.0,3109452
3768,3,598000000,3,3,3,160,160,418500,2.0,3737500
3769,3,495000000,4,3,3,95,95,350000,1.0,5210526
3770,3,1200000000,5,5,5,830,830,750000,4.0,1445783
3771,3,380000000,3,3,3,100,100,383000,2.0,3800000
3772,3,590000000,3,3,3,209,209,450000,2.0,2822966
3773,3,980000000,3,5,5,159,143,950000,2.0,6853146
3774,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
3775,3,245000000,1,2,2,68,68,0,0.0,3602941
3776,3,649000000,3,3,3,118,118,410000,2.0,5500000
3777,2,970000000,4,5,5,220,220,796000,2.0,4409090
3778,3,200000000,2,2,2,60,60,203000,0.0,3333333
3779,3,360000000,3,3,3,75,77,0,1.0,4675324
3780,2,667000000,3,4,4,143,144,570000,2.0,4631944
3781,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
3782,1,164000000,2,2,2,56,56,0,0.0,2928571
3783,3,900000000,3,4,4,191,191,0,1.0,4712041
3784,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
3785,3,1300000000,4,5,5,180,300,800000,4.0,4333333
3786,3,185000000,2,2,2,59,59,170000,1.0,3135593
3787,2,860000000,3,4,4,246,246,100000000,4.0,3495934
3788,3,280000000,3,2,2,70,70,228000,1.0,4000000
3789,2,600000000,3,2,2,140,140,1117000,2.0,4285714
3790,3,335000000,3,2,2,88,88,270000,1.0,3806818
3791,1,570000000,3,2,2,103,103,488000,2.0,5533980
3792,1,470000000,3,3,3,110,110,390000,1.0,4272727
3793,2,1600000000,3,4,4,240,240,850000,2.0,6666666
3794,0,290000000,3,2,2,69,68,350000,1.0,4264705
3795,2,300000000,3,2,2,220,159,0,1.0,1886792
3796,1,840000000,3,5,5,120,120,958000,2.0,7000000
3797,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
3798,3,388000000,3,3,3,94,94,380000,1.0,4127659
3799,1,259000000,1,1,1,37,33,191000,0.0,7848484
3800,1,270000000,4,3,3,85,85,10000,1.0,3176470
3801,3,1950000000,3,4,4,310,310,900000,3.0,6290322
3802,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
3803,3,5900000000,5,5,5,840,840,0,4.0,7023809
3804,2,680000000,3,4,4,194,194,800000,2.0,3505154
3805,3,1200000000,5,5,5,750,750,0,3.0,1600000
3806,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
3807,3,2490000000,4,5,5,374,374,0,4.0,6657754
3808,1,500000000,5,3,3,127,127,0,1.0,3937007
3809,3,695000000,5,3,3,268,268,0,2.0,2593283
3810,2,1900000000,5,5,5,600,600,0,4.0,3166666
3811,3,2800000000,4,3,3,3610,3610,0,0.0,775623
3812,3,700000000,3,4,4,248,248,700000,3.0,2822580
3813,3,1650000000,4,5,5,325,937,0,3.0,1760939
3814,3,300000000,3,3,3,209,209,0,1.0,1435406
3815,3,1200000000,5,4,4,200,500,0,2.0,2400000
3816,3,1200000000,5,5,5,700,700,0,4.0,1714285
3817,3,625000000,5,5,5,201,201,0,3.0,3109452
3818,3,598000000,3,3,3,160,160,418500,2.0,3737500
3819,3,495000000,4,3,3,95,95,350000,1.0,5210526
3820,3,1200000000,5,5,5,830,830,750000,4.0,1445783
3821,3,380000000,3,3,3,100,100,383000,2.0,3800000
3822,3,590000000,3,3,3,209,209,450000,2.0,2822966
3823,3,980000000,3,5,5,159,143,950000,2.0,6853146
3824,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
3825,3,245000000,1,2,2,68,68,0,0.0,3602941
3826,3,649000000,3,3,3,118,118,410000,2.0,5500000
3827,2,970000000,4,5,5,220,220,796000,2.0,4409090
3828,3,200000000,2,2,2,60,60,203000,0.0,3333333
3829,3,360000000,3,3,3,75,77,0,1.0,4675324
3830,2,667000000,3,4,4,143,144,570000,2.0,4631944
3831,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
3832,1,164000000,2,2,2,56,56,0,0.0,2928571
3833,3,900000000,3,4,4,191,191,0,1.0,4712041
3834,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
3835,3,1300000000,4,5,5,180,300,800000,4.0,4333333
3836,3,185000000,2,2,2,59,59,170000,1.0,3135593
3837,2,860000000,3,4,4,246,246,100000000,4.0,3495934
3838,3,280000000,3,2,2,70,70,228000,1.0,4000000
3839,2,600000000,3,2,2,140,140,1117000,2.0,4285714
3840,3,335000000,3,2,2,88,88,270000,1.0,3806818
3841,1,570000000,3,2,2,103,103,488000,2.0,5533980
3842,1,470000000,3,3,3,110,110,390000,1.0,4272727
3843,2,1600000000,3,4,4,240,240,850000,2.0,6666666
3844,0,290000000,3,2,2,69,68,350000,1.0,4264705
3845,2,300000000,3,2,2,220,159,0,1.0,1886792
3846,1,840000000,3,5,5,120,120,958000,2.0,7000000
3847,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
3848,3,388000000,3,3,3,94,94,380000,1.0,4127659
3849,1,259000000,1,1,1,37,33,191000,0.0,7848484
3850,1,270000000,4,3,3,85,85,10000,1.0,3176470
3851,3,1950000000,3,4,4,310,310,900000,3.0,6290322
3852,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
3853,3,5900000000,5,5,5,840,840,0,4.0,7023809
3854,2,680000000,3,4,4,194,194,800000,2.0,3505154
3855,3,1200000000,5,5,5,750,750,0,3.0,1600000
3856,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
3857,3,2490000000,4,5,5,374,374,0,4.0,6657754
3858,1,500000000,5,3,3,127,127,0,1.0,3937007
3859,3,695000000,5,3,3,268,268,0,2.0,2593283
3860,2,1900000000,5,5,5,600,600,0,4.0,3166666
3861,3,2800000000,4,3,3,3610,3610,0,0.0,775623
3862,3,700000000,3,4,4,248,248,700000,3.0,2822580
3863,3,1650000000,4,5,5,325,937,0,3.0,1760939
3864,3,300000000,3,3,3,209,209,0,1.0,1435406
3865,3,1200000000,5,4,4,200,500,0,2.0,2400000
3866,3,1200000000,5,5,5,700,700,0,4.0,1714285
3867,3,625000000,5,5,5,201,201,0,3.0,3109452
3868,3,598000000,3,3,3,160,160,418500,2.0,3737500
3869,3,495000000,4,3,3,95,95,350000,1.0,5210526
3870,3,1200000000,5,5,5,830,830,750000,4.0,1445783
3871,3,380000000,3,3,3,100,100,383000,2.0,3800000
3872,3,590000000,3,3,3,209,209,450000,2.0,2822966
3873,3,980000000,3,5,5,159,143,950000,2.0,6853146
3874,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
3875,3,245000000,1,2,2,68,68,0,0.0,3602941
3876,3,649000000,3,3,3,118,118,410000,2.0,5500000
3877,2,970000000,4,5,5,220,220,796000,2.0,4409090
3878,3,200000000,2,2,2,60,60,203000,0.0,3333333
3879,3,360000000,3,3,3,75,77,0,1.0,4675324
3880,2,667000000,3,4,4,143,144,570000,2.0,4631944
3881,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
3882,1,164000000,2,2,2,56,56,0,0.0,2928571
3883,3,900000000,3,4,4,191,191,0,1.0,4712041
3884,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
3885,3,1300000000,4,5,5,180,300,800000,4.0,4333333
3886,3,185000000,2,2,2,59,59,170000,1.0,3135593
3887,2,860000000,3,4,4,246,246,100000000,4.0,3495934
3888,3,280000000,3,2,2,70,70,228000,1.0,4000000
3889,2,600000000,3,2,2,140,140,1117000,2.0,4285714
3890,3,335000000,3,2,2,88,88,270000,1.0,3806818
3891,1,570000000,3,2,2,103,103,488000,2.0,5533980
3892,1,470000000,3,3,3,110,110,390000,1.0,4272727
3893,2,1600000000,3,4,4,240,240,850000,2.0,6666666
3894,0,290000000,3,2,2,69,68,350000,1.0,4264705
3895,2,300000000,3,2,2,220,159,0,1.0,1886792
3896,1,840000000,3,5,5,120,120,958000,2.0,7000000
3897,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
3898,3,388000000,3,3,3,94,94,380000,1.0,4127659
3899,1,259000000,1,1,1,37,33,191000,0.0,7848484
3900,1,270000000,4,3,3,85,85,10000,1.0,3176470
3901,3,1950000000,3,4,4,310,310,900000,3.0,6290322
3902,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
3903,3,5900000000,5,5,5,840,840,0,4.0,7023809
3904,2,680000000,3,4,4,194,194,800000,2.0,3505154
3905,3,1200000000,5,5,5,750,750,0,3.0,1600000
3906,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
3907,3,2490000000,4,5,5,374,374,0,4.0,6657754
3908,1,500000000,5,3,3,127,127,0,1.0,3937007
3909,3,695000000,5,3,3,268,268,0,2.0,2593283
3910,2,1900000000,5,5,5,600,600,0,4.0,3166666
3911,3,2800000000,4,3,3,3610,3610,0,0.0,775623
3912,3,700000000,3,4,4,248,248,700000,3.0,2822580
3913,3,1650000000,4,5,5,325,937,0,3.0,1760939
3914,3,300000000,3,3,3,209,209,0,1.0,1435406
3915,3,1200000000,5,4,4,200,500,0,2.0,2400000
3916,3,1200000000,5,5,5,700,700,0,4.0,1714285
3917,3,625000000,5,5,5,201,201,0,3.0,3109452
3918,3,598000000,3,3,3,160,160,418500,2.0,3737500
3919,3,495000000,4,3,3,95,95,350000,1.0,5210526
3920,3,1200000000,5,5,5,830,830,750000,4.0,1445783
3921,3,380000000,3,3,3,100,100,383000,2.0,3800000
3922,3,590000000,3,3,3,209,209,450000,2.0,2822966
3923,3,980000000,3,5,5,159,143,950000,2.0,6853146
3924,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
3925,3,245000000,1,2,2,68,68,0,0.0,3602941
3926,3,649000000,3,3,3,118,118,410000,2.0,5500000
3927,2,970000000,4,5,5,220,220,796000,2.0,4409090
3928,3,200000000,2,2,2,60,60,203000,0.0,3333333
3929,3,360000000,3,3,3,75,77,0,1.0,4675324
3930,2,667000000,3,4,4,143,144,570000,2.0,4631944
3931,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
3932,1,164000000,2,2,2,56,56,0,0.0,2928571
3933,3,900000000,3,4,4,191,191,0,1.0,4712041
3934,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
3935,3,1300000000,4,5,5,180,300,800000,4.0,4333333
3936,3,185000000,2,2,2,59,59,170000,1.0,3135593
3937,2,860000000,3,4,4,246,246,100000000,4.0,3495934
3938,3,280000000,3,2,2,70,70,228000,1.0,4000000
3939,2,600000000,3,2,2,140,140,1117000,2.0,4285714
3940,3,335000000,3,2,2,88,88,270000,1.0,3806818
3941,1,570000000,3,2,2,103,103,488000,2.0,5533980
3942,1,470000000,3,3,3,110,110,390000,1.0,4272727
3943,2,1600000000,3,4,4,240,240,850000,2.0,6666666
3944,0,290000000,3,2,2,69,68,350000,1.0,4264705
3945,2,300000000,3,2,2,220,159,0,1.0,1886792
3946,1,840000000,3,5,5,120,120,958000,2.0,7000000
3947,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
3948,3,388000000,3,3,3,94,94,380000,1.0,4127659
3949,1,259000000,1,1,1,37,33,191000,0.0,7848484
3950,1,270000000,4,3,3,85,85,10000,1.0,3176470
3951,3,1950000000,3,4,4,310,310,900000,3.0,6290322
3952,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
3953,3,5900000000,5,5,5,840,840,0,4.0,7023809
3954,2,680000000,3,4,4,194,194,800000,2.0,3505154
3955,3,1200000000,5,5,5,750,750,0,3.0,1600000
3956,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
3957,3,2490000000,4,5,5,374,374,0,4.0,6657754
3958,1,500000000,5,3,3,127,127,0,1.0,3937007
3959,3,695000000,5,3,3,268,268,0,2.0,2593283
3960,2,1900000000,5,5,5,600,600,0,4.0,3166666
3961,3,2800000000,4,3,3,3610,3610,0,0.0,775623
3962,3,700000000,3,4,4,248,248,700000,3.0,2822580
3963,3,1650000000,4,5,5,325,937,0,3.0,1760939
3964,3,300000000,3,3,3,209,209,0,1.0,1435406
3965,3,1200000000,5,4,4,200,500,0,2.0,2400000
3966,3,1200000000,5,5,5,700,700,0,4.0,1714285
3967,3,625000000,5,5,5,201,201,0,3.0,3109452
3968,3,598000000,3,3,3,160,160,418500,2.0,3737500
3969,3,495000000,4,3,3,95,95,350000,1.0,5210526
3970,3,1200000000,5,5,5,830,830,750000,4.0,1445783
3971,3,380000000,3,3,3,100,100,383000,2.0,3800000
3972,3,590000000,3,3,3,209,209,450000,2.0,2822966
3973,3,980000000,3,5,5,159,143,950000,2.0,6853146
3974,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
3975,3,245000000,1,2,2,68,68,0,0.0,3602941
3976,3,649000000,3,3,3,118,118,410000,2.0,5500000
3977,2,970000000,4,5,5,220,220,796000,2.0,4409090
3978,3,200000000,2,2,2,60,60,203000,0.0,3333333
3979,3,360000000,3,3,3,75,77,0,1.0,4675324
3980,2,667000000,3,4,4,143,144,570000,2.0,4631944
3981,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
3982,1,164000000,2,2,2,56,56,0,0.0,2928571
3983,3,900000000,3,4,4,191,191,0,1.0,4712041
3984,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
3985,3,1300000000,4,5,5,180,300,800000,4.0,4333333
3986,3,185000000,2,2,2,59,59,170000,1.0,3135593
3987,2,860000000,3,4,4,246,246,100000000,4.0,3495934
3988,3,280000000,3,2,2,70,70,228000,1.0,4000000
3989,2,600000000,3,2,2,140,140,1117000,2.0,4285714
3990,3,335000000,3,2,2,88,88,270000,1.0,3806818
3991,1,570000000,3,2,2,103,103,488000,2.0,5533980
3992,1,470000000,3,3,3,110,110,390000,1.0,4272727
3993,2,1600000000,3,4,4,240,240,850000,2.0,6666666
3994,0,290000000,3,2,2,69,68,350000,1.0,4264705
3995,2,300000000,3,2,2,220,159,0,1.0,1886792
3996,1,840000000,3,5,5,120,120,958000,2.0,7000000
3997,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
3998,3,388000000,3,3,3,94,94,380000,1.0,4127659
3999,1,259000000,1,1,1,37,33,191000,0.0,7848484
4000,1,270000000,4,3,3,85,85,10000,1.0,3176470
4001,3,1950000000,3,4,4,310,310,900000,3.0,6290322
4002,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
4003,3,5900000000,5,5,5,840,840,0,4.0,7023809
4004,2,680000000,3,4,4,194,194,800000,2.0,3505154
4005,3,1200000000,5,5,5,750,750,0,3.0,1600000
4006,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
4007,3,2490000000,4,5,5,374,374,0,4.0,6657754
4008,1,500000000,5,3,3,127,127,0,1.0,3937007
4009,3,695000000,5,3,3,268,268,0,2.0,2593283
4010,2,1900000000,5,5,5,600,600,0,4.0,3166666
4011,3,2800000000,4,3,3,3610,3610,0,0.0,775623
4012,3,700000000,3,4,4,248,248,700000,3.0,2822580
4013,3,1650000000,4,5,5,325,937,0,3.0,1760939
4014,3,300000000,3,3,3,209,209,0,1.0,1435406
4015,3,1200000000,5,4,4,200,500,0,2.0,2400000
4016,3,1200000000,5,5,5,700,700,0,4.0,1714285
4017,3,625000000,5,5,5,201,201,0,3.0,3109452
4018,3,598000000,3,3,3,160,160,418500,2.0,3737500
4019,3,495000000,4,3,3,95,95,350000,1.0,5210526
4020,3,1200000000,5,5,5,830,830,750000,4.0,1445783
4021,3,380000000,3,3,3,100,100,383000,2.0,3800000
4022,3,590000000,3,3,3,209,209,450000,2.0,2822966
4023,3,980000000,3,5,5,159,143,950000,2.0,6853146
4024,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
4025,3,245000000,1,2,2,68,68,0,0.0,3602941
4026,3,649000000,3,3,3,118,118,410000,2.0,5500000
4027,2,970000000,4,5,5,220,220,796000,2.0,4409090
4028,3,200000000,2,2,2,60,60,203000,0.0,3333333
4029,3,360000000,3,3,3,75,77,0,1.0,4675324
4030,2,667000000,3,4,4,143,144,570000,2.0,4631944
4031,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
4032,1,164000000,2,2,2,56,56,0,0.0,2928571
4033,3,900000000,3,4,4,191,191,0,1.0,4712041
4034,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
4035,3,1300000000,4,5,5,180,300,800000,4.0,4333333
4036,3,185000000,2,2,2,59,59,170000,1.0,3135593
4037,2,860000000,3,4,4,246,246,100000000,4.0,3495934
4038,3,280000000,3,2,2,70,70,228000,1.0,4000000
4039,2,600000000,3,2,2,140,140,1117000,2.0,4285714
4040,3,335000000,3,2,2,88,88,270000,1.0,3806818
4041,1,570000000,3,2,2,103,103,488000,2.0,5533980
4042,1,470000000,3,3,3,110,110,390000,1.0,4272727
4043,2,1600000000,3,4,4,240,240,850000,2.0,6666666
4044,0,290000000,3,2,2,69,68,350000,1.0,4264705
4045,2,300000000,3,2,2,220,159,0,1.0,1886792
4046,1,840000000,3,5,5,120,120,958000,2.0,7000000
4047,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
4048,3,388000000,3,3,3,94,94,380000,1.0,4127659
4049,1,259000000,1,1,1,37,33,191000,0.0,7848484
4050,1,270000000,4,3,3,85,85,10000,1.0,3176470
4051,3,1950000000,3,4,4,310,310,900000,3.0,6290322
4052,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
4053,3,5900000000,5,5,5,840,840,0,4.0,7023809
4054,2,680000000,3,4,4,194,194,800000,2.0,3505154
4055,3,1200000000,5,5,5,750,750,0,3.0,1600000
4056,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
4057,3,2490000000,4,5,5,374,374,0,4.0,6657754
4058,1,500000000,5,3,3,127,127,0,1.0,3937007
4059,3,695000000,5,3,3,268,268,0,2.0,2593283
4060,2,1900000000,5,5,5,600,600,0,4.0,3166666
4061,3,2800000000,4,3,3,3610,3610,0,0.0,775623
4062,3,700000000,3,4,4,248,248,700000,3.0,2822580
4063,3,1650000000,4,5,5,325,937,0,3.0,1760939
4064,3,300000000,3,3,3,209,209,0,1.0,1435406
4065,3,1200000000,5,4,4,200,500,0,2.0,2400000
4066,3,1200000000,5,5,5,700,700,0,4.0,1714285
4067,3,625000000,5,5,5,201,201,0,3.0,3109452
4068,3,598000000,3,3,3,160,160,418500,2.0,3737500
4069,3,495000000,4,3,3,95,95,350000,1.0,5210526
4070,3,1200000000,5,5,5,830,830,750000,4.0,1445783
4071,3,380000000,3,3,3,100,100,383000,2.0,3800000
4072,3,590000000,3,3,3,209,209,450000,2.0,2822966
4073,3,980000000,3,5,5,159,143,950000,2.0,6853146
4074,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
4075,3,245000000,1,2,2,68,68,0,0.0,3602941
4076,3,649000000,3,3,3,118,118,410000,2.0,5500000
4077,2,970000000,4,5,5,220,220,796000,2.0,4409090
4078,3,200000000,2,2,2,60,60,203000,0.0,3333333
4079,3,360000000,3,3,3,75,77,0,1.0,4675324
4080,2,667000000,3,4,4,143,144,570000,2.0,4631944
4081,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
4082,1,164000000,2,2,2,56,56,0,0.0,2928571
4083,3,900000000,3,4,4,191,191,0,1.0,4712041
4084,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
4085,3,1300000000,4,5,5,180,300,800000,4.0,4333333
4086,3,185000000,2,2,2,59,59,170000,1.0,3135593
4087,2,860000000,3,4,4,246,246,100000000,4.0,3495934
4088,3,280000000,3,2,2,70,70,228000,1.0,4000000
4089,2,600000000,3,2,2,140,140,1117000,2.0,4285714
4090,3,335000000,3,2,2,88,88,270000,1.0,3806818
4091,1,570000000,3,2,2,103,103,488000,2.0,5533980
4092,1,470000000,3,3,3,110,110,390000,1.0,4272727
4093,2,1600000000,3,4,4,240,240,850000,2.0,6666666
4094,0,290000000,3,2,2,69,68,350000,1.0,4264705
4095,2,300000000,3,2,2,220,159,0,1.0,1886792
4096,1,840000000,3,5,5,120,120,958000,2.0,7000000
4097,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
4098,3,388000000,3,3,3,94,94,380000,1.0,4127659
4099,1,259000000,1,1,1,37,33,191000,0.0,7848484
4100,1,270000000,4,3,3,85,85,10000,1.0,3176470
4101,3,1950000000,3,4,4,310,310,900000,3.0,6290322
4102,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
4103,3,5900000000,5,5,5,840,840,0,4.0,7023809
4104,2,680000000,3,4,4,194,194,800000,2.0,3505154
4105,3,1200000000,5,5,5,750,750,0,3.0,1600000
4106,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
4107,3,2490000000,4,5,5,374,374,0,4.0,6657754
4108,1,500000000,5,3,3,127,127,0,1.0,3937007
4109,3,695000000,5,3,3,268,268,0,2.0,2593283
4110,2,1900000000,5,5,5,600,600,0,4.0,3166666
4111,3,2800000000,4,3,3,3610,3610,0,0.0,775623
4112,3,700000000,3,4,4,248,248,700000,3.0,2822580
4113,3,1650000000,4,5,5,325,937,0,3.0,1760939
4114,3,300000000,3,3,3,209,209,0,1.0,1435406
4115,3,1200000000,5,4,4,200,500,0,2.0,2400000
4116,3,1200000000,5,5,5,700,700,0,4.0,1714285
4117,3,625000000,5,5,5,201,201,0,3.0,3109452
4118,3,598000000,3,3,3,160,160,418500,2.0,3737500
4119,3,495000000,4,3,3,95,95,350000,1.0,5210526
4120,3,1200000000,5,5,5,830,830,750000,4.0,1445783
4121,3,380000000,3,3,3,100,100,383000,2.0,3800000
4122,3,590000000,3,3,3,209,209,450000,2.0,2822966
4123,3,980000000,3,5,5,159,143,950000,2.0,6853146
4124,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
4125,3,245000000,1,2,2,68,68,0,0.0,3602941
4126,3,649000000,3,3,3,118,118,410000,2.0,5500000
4127,2,970000000,4,5,5,220,220,796000,2.0,4409090
4128,3,200000000,2,2,2,60,60,203000,0.0,3333333
4129,3,360000000,3,3,3,75,77,0,1.0,4675324
4130,2,667000000,3,4,4,143,144,570000,2.0,4631944
4131,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
4132,1,164000000,2,2,2,56,56,0,0.0,2928571
4133,3,900000000,3,4,4,191,191,0,1.0,4712041
4134,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
4135,3,1300000000,4,5,5,180,300,800000,4.0,4333333
4136,3,185000000,2,2,2,59,59,170000,1.0,3135593
4137,2,860000000,3,4,4,246,246,100000000,4.0,3495934
4138,3,280000000,3,2,2,70,70,228000,1.0,4000000
4139,2,600000000,3,2,2,140,140,1117000,2.0,4285714
4140,3,335000000,3,2,2,88,88,270000,1.0,3806818
4141,1,570000000,3,2,2,103,103,488000,2.0,5533980
4142,1,470000000,3,3,3,110,110,390000,1.0,4272727
4143,2,1600000000,3,4,4,240,240,850000,2.0,6666666
4144,0,290000000,3,2,2,69,68,350000,1.0,4264705
4145,2,300000000,3,2,2,220,159,0,1.0,1886792
4146,1,840000000,3,5,5,120,120,958000,2.0,7000000
4147,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
4148,3,388000000,3,3,3,94,94,380000,1.0,4127659
4149,1,259000000,1,1,1,37,33,191000,0.0,7848484
4150,1,270000000,4,3,3,85,85,10000,1.0,3176470
4151,3,1950000000,3,4,4,310,310,900000,3.0,6290322
4152,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
4153,3,5900000000,5,5,5,840,840,0,4.0,7023809
4154,2,680000000,3,4,4,194,194,800000,2.0,3505154
4155,3,1200000000,5,5,5,750,750,0,3.0,1600000
4156,3,1480000000,3,5,5,214,214,1029000,4.0,6915887
4157,3,2490000000,4,5,5,374,374,0,4.0,6657754
4158,1,500000000,5,3,3,127,127,0,1.0,3937007
4159,3,695000000,5,3,3,268,268,0,2.0,2593283
4160,2,1900000000,5,5,5,600,600,0,4.0,3166666
4161,3,2800000000,4,3,3,3610,3610,0,0.0,775623
4162,3,700000000,3,4,4,248,248,700000,3.0,2822580
4163,3,1650000000,4,5,5,325,937,0,3.0,1760939
4164,3,300000000,3,3,3,209,209,0,1.0,1435406
4165,3,1200000000,5,4,4,200,500,0,2.0,2400000
4166,3,1200000000,5,5,5,700,700,0,4.0,1714285
4167,3,625000000,5,5,5,201,201,0,3.0,3109452
4168,3,598000000,3,3,3,160,160,418500,2.0,3737500
4169,3,495000000,4,3,3,95,95,350000,1.0,5210526
4170,3,1200000000,5,5,5,830,830,750000,4.0,1445783
4171,3,380000000,3,3,3,100,100,383000,2.0,3800000
4172,3,590000000,3,3,3,209,209,450000,2.0,2822966
4173,3,980000000,3,5,5,159,143,950000,2.0,6853146
4174,2,1500000000,4,5,5,296,296,1385000,4.0,5067567
4175,3,245000000,1,2,2,68,68,0,0.0,3602941
4176,3,649000000,3,3,3,118,118,410000,2.0,5500000
4177,2,970000000,4,5,5,220,220,796000,2.0,4409090
4178,3,200000000,2,2,2,60,60,203000,0.0,3333333
4179,3,360000000,3,3,3,75,77,0,1.0,4675324
4180,2,667000000,3,4,4,143,144,570000,2.0,4631944
4181,2,1500000000,4,5,5,454,454,1500000,4.0,3303964
4182,1,164000000,2,2,2,56,56,0,0.0,2928571
4183,3,900000000,3,4,4,191,191,0,1.0,4712041
4184,2,1800000000,4,4,4,433,433,1153000,4.0,4157043
4185,3,1300000000,4,5,5,180,300,800000,4.0,4333333
4186,3,185000000,2,2,2,59,59,170000,1.0,3135593
4187,2,860000000,3,4,4,246,246,100000000,4.0,3495934
4188,3,280000000,3,2,2,70,70,228000,1.0,4000000
4189,2,600000000,3,2,2,140,140,1117000,2.0,4285714
4190,3,335000000,3,2,2,88,88,270000,1.0,3806818
4191,1,570000000,3,2,2,103,103,488000,2.0,5533980
4192,1,470000000,3,3,3,110,110,390000,1.0,4272727
4193,2,1600000000,3,4,4,240,240,850000,2.0,6666666
4194,0,290000000,3,2,2,69,68,350000,1.0,4264705
4195,2,300000000,3,2,2,220,159,0,1.0,1886792
4196,1,840000000,3,5,5,120,120,958000,2.0,7000000
4197,2,1650000000,3,3,3,267,267,1050000,2.0,6179775
4198,3,388000000,3,3,3,94,94,380000,1.0,4127659
4199,1,259000000,1,1,1,37,33,191000,0.0,7848484
4200,1,270000000,4,3,3,85,85,10000,1.0,3176470
4201,3,1950000000,3,4,4,310,310,900000,3.0,6290322
4202,3,1350000000,3,4,4,380,380,1500000,2.0,3552631
4203,3,5900000000,5,5,5,840,840,0,4.0,7023809
4204,2,680000000,3,4,4,194,194,800000,2.0,3505154
4205,3,1200000000,5,5,5,750,750,0,3.0,1600000
